biacromialbreadth,chestcircumference,weightkg,stature,t-shirt size
416,1082,902,1798,L
425,1162,1020,1837,XL
387,928,646,1663,S
418,1007,831,1832,M
412,1074,888,1845,L
439,1162,1030,1819,XL
414,1034,866,1807,M
425,1085,1001,1871,L
393,938,660,1735,S
414,1024,797,1751,M
408,969,732,1745,S
399,977,751,1778,S
415,994,771,1777,M
419,1061,789,1658,L
413,1044,858,1710,M
450,1197,1138,1783,2XL
448,1288,1263,1823,3XL
384,936,660,1619,S
385,982,746,1614,S
389,937,708,1737,S
426,1137,906,1694,XL
439,1228,1111,1834,2XL
419,1027,895,1860,M
388,978,694,1664,S
405,983,680,1774,S
401,1047,942,1748,M
416,1091,896,1859,L
425,1073,762,1655,L
425,1062,799,1634,L
444,1174,1096,1774,2XL
424,1112,976,1762,XL
416,1112,951,1657,L
423,1147,941,1790,XL
397,959,708,1721,S
405,947,668,1749,S
443,1139,1103,1771,XL
427,1084,897,1707,L
398,953,655,1622,S
421,1115,941,1827,L
404,920,765,1846,S
406,1046,901,1854,M
402,1030,702,1659,M
377,918,595,1736,XS
395,989,705,1713,S
445,1123,978,1692,XL
379,1000,775,1738,S
416,1058,844,1839,L
418,1054,872,1794,L
433,1116,907,1704,XL
429,1131,1017,1796,XL
433,1102,840,1748,L
421,1079,957,1799,L
441,1188,1205,1970,2XL
403,998,781,1717,M
381,894,639,1697,XS
443,1198,1301,1856,2XL
390,978,698,1611,S
431,1140,992,1727,XL
438,1159,1130,1728,XL
374,868,581,1661,XS
403,1031,779,1690,M
398,1029,791,1727,M
450,1216,1042,1775,2XL
400,1009,862,1681,M
417,1081,859,1749,L
426,1122,992,1754,XL
402,986,694,1630,S
418,1102,894,1694,L
398,996,811,1711,M
401,1043,753,1754,M
409,1049,869,1837,M
430,1100,975,1828,L
401,1020,852,1762,M
396,962,749,1761,S
408,918,696,1737,S
417,1007,772,1695,M
415,1026,868,1772,M
432,1173,1015,1747,XL
430,1058,802,1690,L
383,984,840,1784,S
443,1131,962,1923,XL
432,1108,880,1730,L
399,1028,784,1712,M
399,957,615,1725,S
406,1007,775,1760,M
401,955,720,1806,S
404,971,641,1734,S
411,993,842,1813,M
433,1121,955,1768,XL
420,1071,896,1831,L
435,1172,1158,1819,XL
422,1053,857,1739,L
411,1071,893,1664,L
429,1163,977,1674,XL
424,1085,822,1763,L
416,1019,830,1761,M
413,1058,869,1751,L
405,1028,695,1649,M
399,1047,793,1660,M
398,1044,869,1688,M
419,1101,986,1725,L
411,1066,868,1702,L
379,996,761,1721,S
399,987,727,1652,S
465,1302,1265,1827,3XL
417,1100,875,1727,L
433,1163,1123,1833,XL
390,951,725,1786,S
414,1016,775,1639,M
375,890,637,1689,XS
427,1148,1013,1751,XL
441,1149,956,1687,XL
403,1003,820,1777,M
432,1158,1040,1818,XL
426,1074,908,1767,L
417,1036,775,1689,M
405,940,702,1781,S
406,981,727,1674,S
395,996,750,1733,S
421,1086,998,1803,L
423,1058,929,1725,L
384,985,786,1687,S
384,942,663,1626,S
384,943,642,1684,S
422,1082,913,1751,L
396,955,647,1624,S
412,1005,777,1723,M
381,848,552,1662,XS
399,1030,858,1719,M
441,1236,1143,1814,2XL
419,1063,878,1718,L
404,949,732,1842,S
420,1014,873,1966,M
453,1290,1231,1786,3XL
392,933,685,1689,S
416,1098,916,1700,L
400,1017,786,1730,M
409,1036,783,1781,M
384,944,690,1647,S
402,980,800,1671,S
394,964,721,1715,S
414,997,845,1807,M
410,1001,759,1748,M
409,1025,765,1795,M
441,1221,1178,1688,2XL
411,1006,835,1854,M
408,1043,791,1760,M
405,998,744,1757,M
422,1063,819,1799,L
427,1155,1071,1819,XL
450,1255,1090,1729,3XL
406,1055,925,1761,M
427,1065,1026,1899,L
476,1233,1196,1864,3XL
442,1112,991,1773,XL
407,920,677,1784,S
417,1005,922,1979,M
426,1120,850,1637,XL
425,1092,906,1748,L
412,1109,817,1667,L
415,1076,872,1781,L
407,1037,848,1756,M
416,1109,974,1736,L
389,994,776,1740,S
384,974,718,1750,S
417,1077,884,1770,L
382,931,605,1623,S
410,1032,796,1742,M
451,1192,1021,1787,2XL
418,1116,955,1750,L
406,953,629,1652,S
426,1106,922,1779,L
425,1070,785,1609,L
407,917,732,1888,S
420,1023,739,1697,M
402,934,723,1818,S
420,1074,857,1780,L
394,984,717,1674,S
426,1077,880,1778,L
427,1141,974,1723,XL
407,1052,846,1784,M
420,1024,804,1745,M
390,938,708,1708,S
423,1143,1014,1841,XL
441,1233,1089,1762,2XL
403,1053,864,1736,M
406,986,738,1804,S
404,1011,741,1720,M
415,1077,934,1779,L
409,1027,797,1699,M
405,1017,787,1666,M
420,1021,798,1777,M
405,1037,774,1634,M
405,994,766,1822,M
418,1012,690,1640,M
414,1014,726,1650,M
401,1024,872,1764,M
416,1044,873,1765,M
407,1056,771,1725,M
450,1252,1146,1827,3XL
424,1083,880,1759,L
435,1162,1035,1781,XL
400,1002,788,1720,M
399,966,750,1790,S
404,1052,874,1791,M
410,1004,797,1694,M
398,992,639,1679,M
406,1008,828,1733,M
384,933,722,1814,S
429,1090,967,1709,L
405,1024,819,1800,M
425,1133,946,1716,XL
403,951,686,1692,S
419,1023,799,1697,M
394,955,643,1752,S
423,1099,948,1828,L
389,920,669,1707,S
415,1052,823,1721,L
415,1054,815,1651,L
431,1102,838,1707,L
401,963,695,1707,S
383,952,692,1679,S
420,1089,959,1735,L
412,1064,830,1731,L
415,1097,903,1683,L
394,977,660,1618,S
399,1014,781,1721,M
410,1032,821,1829,M
420,996,741,1804,M
392,934,725,1676,S
403,976,645,1646,S
393,938,633,1789,S
382,992,775,1737,S
395,986,762,1622,S
411,1082,807,1760,L
450,1263,1049,1687,3XL
395,923,667,1705,S
431,1119,1007,1831,XL
418,1038,889,1809,M
416,1035,902,1791,M
432,1135,930,1832,XL
427,1078,888,1755,L
379,948,658,1690,S
421,1076,860,1871,L
411,1020,852,1875,M
421,1064,811,1730,L
411,1121,1000,1850,L
408,1005,784,1663,M
390,993,758,1854,S
427,1119,933,1772,XL
410,991,750,1733,M
400,1031,736,1673,M
414,1004,755,1713,M
412,1012,796,1700,M
390,979,742,1775,S
406,1043,863,1704,M
407,989,795,1838,S
403,1027,900,1790,M
403,986,672,1688,S
427,1141,904,1684,XL
425,1053,785,1684,L
408,968,754,1755,S
440,1123,1069,1953,XL
415,1039,835,1808,M
406,997,786,1767,M
403,1035,729,1657,M
400,1025,736,1583,M
380,928,622,1681,S
412,1065,893,1812,L
425,1084,877,1727,L
400,937,654,1811,S
416,1029,905,1835,M
408,948,767,1760,S
392,963,695,1716,S
385,982,765,1745,S
418,1030,763,1765,M
415,1057,797,1761,L
389,955,726,1756,S
393,953,645,1637,S
409,1002,743,1704,M
440,1139,1122,1822,XL
417,1018,775,1767,M
425,1065,962,1776,L
404,1028,916,1798,M
408,1053,753,1673,M
407,1022,802,1817,M
425,1121,929,1745,XL
416,1023,738,1736,M
402,1027,764,1745,M
398,1042,758,1672,M
418,1077,795,1727,L
423,1088,865,1711,L
411,1060,873,1737,L
382,976,689,1717,S
396,918,620,1717,S
424,1085,833,1716,L
412,1075,842,1769,L
433,1098,938,1905,L
412,1020,764,1716,M
424,1064,825,1800,L
433,1081,886,1836,L
435,1142,946,1804,XL
422,1086,890,1801,L
370,898,640,1787,XS
433,1137,938,1836,XL
430,1168,998,1726,XL
384,947,743,1804,S
418,998,808,1788,M
446,1133,958,1829,XL
422,1111,1116,1818,L
363,905,606,1612,XS
484,1278,1201,1836,3XL
409,1000,754,1742,M
419,1088,894,1831,L
418,1117,865,1697,L
415,1026,810,1794,M
412,1113,975,1799,L
383,895,584,1589,XS
405,989,764,1722,S
378,925,702,1864,XS
407,983,713,1660,S
400,929,691,1696,S
400,963,611,1693,S
393,961,673,1652,S
415,997,764,1715,M
417,1022,811,1713,M
411,1028,775,1710,M
400,1026,867,1751,M
379,842,567,1668,XS
415,1093,935,1720,L
373,897,648,1665,XS
412,1082,774,1670,L
388,985,716,1681,S
421,1057,882,1798,L
404,932,694,1682,S
386,1001,728,1681,S
410,1000,765,1817,M
392,924,710,1806,S
432,1080,902,1766,L
405,982,686,1684,S
383,894,560,1674,XS
379,994,782,1786,S
416,1063,950,1830,L
405,968,735,1660,S
399,1046,781,1681,M
415,1083,918,1866,L
391,951,691,1717,S
442,1114,1001,1803,XL
405,1023,777,1745,M
403,1055,888,1673,M
431,1125,947,1739,XL
407,1016,821,1788,M
407,944,703,1771,S
404,978,697,1723,S
419,1095,888,1793,L
414,1011,794,1778,M
381,963,707,1685,S
401,965,754,1780,S
409,1036,826,1811,M
407,1005,772,1748,M
385,930,716,1830,S
402,990,791,1745,S
420,1006,830,1806,M
393,972,724,1698,S
393,925,667,1703,S
385,992,740,1744,S
420,1046,826,1736,M
413,993,747,1786,M
443,1152,1071,1858,XL
381,979,677,1733,S
408,1002,866,1745,M
398,982,725,1803,S
356,841,478,1491,XS
414,996,766,1765,M
416,1066,897,1767,L
408,1002,703,1773,M
417,1057,846,1745,L
404,943,638,1653,S
400,1056,892,1851,M
381,921,721,1798,S
398,955,737,1763,S
415,992,817,1764,M
388,980,681,1715,S
413,1067,888,1774,L
389,995,889,1674,S
396,953,665,1672,S
396,980,783,1766,S
432,1069,972,1865,L
413,1088,816,1713,L
397,951,685,1740,S
414,1002,850,1740,M
424,1088,935,1852,L
440,1133,1113,1916,XL
446,1194,1135,1842,2XL
413,994,787,1753,M
402,976,671,1764,S
415,1095,949,1807,L
402,940,717,1714,S
412,994,773,1790,M
409,1028,939,1796,M
412,1022,814,1727,M
418,1044,821,1747,M
440,1205,1039,1797,2XL
392,942,615,1680,S
396,987,727,1754,S
383,968,686,1629,S
416,1010,864,1806,M
411,1032,787,1625,M
408,1044,861,1679,M
444,1149,954,1796,XL
418,1078,845,1742,L
412,1024,723,1689,M
427,1161,1059,1717,XL
398,1059,876,1806,M
421,1109,838,1676,L
402,1058,860,1716,M
444,1201,1312,1919,2XL
429,1091,937,1728,L
404,1011,763,1669,M
408,953,626,1697,S
430,1123,887,1773,XL
391,963,710,1764,S
419,1004,817,1802,M
416,1004,841,1806,M
383,869,549,1712,XS
441,1197,1092,1870,2XL
447,1237,1147,1820,3XL
357,879,546,1579,XS
440,1141,976,1858,XL
402,1054,870,1773,M
425,1131,940,1737,XL
450,1217,1069,1732,2XL
421,1052,907,1763,L
416,1058,876,1804,L
441,1197,1128,1742,2XL
381,946,673,1807,S
428,1177,893,1775,XL
415,1030,784,1797,M
399,970,717,1731,S
384,948,694,1648,S
420,1017,778,1773,M
413,1108,938,1715,L
423,1111,888,1744,L
403,940,661,1783,S
397,982,744,1772,S
478,1259,1114,1846,3XL
423,1106,913,1805,L
439,1159,1074,1805,XL
398,999,713,1680,M
416,1011,902,1839,M
408,1060,829,1723,M
415,997,866,1861,M
421,1073,772,1724,L
403,994,725,1664,M
383,941,667,1706,S
381,942,680,1687,S
428,1157,1079,1858,XL
410,991,745,1629,M
434,1167,1052,1757,XL
406,972,687,1634,S
389,890,576,1600,XS
407,1058,922,1657,M
419,1104,920,1693,L
404,1017,739,1817,M
427,1175,1062,1790,XL
450,1206,1049,1789,2XL
399,963,690,1669,S
410,1069,894,1752,L
407,1006,804,1687,M
394,997,760,1689,S
400,931,673,1819,S
401,1037,857,1788,M
416,1087,885,1763,L
400,1011,743,1703,M
428,1081,985,1814,L
412,1095,902,1825,L
408,1020,851,1778,M
444,1149,968,1766,XL
444,1157,938,1810,XL
424,1084,928,1839,L
411,1115,947,1749,L
407,946,665,1842,S
423,1123,935,1734,XL
436,1121,950,1897,XL
446,1167,1052,1760,2XL
418,1044,926,1810,M
398,967,750,1722,S
411,1057,815,1728,L
419,1077,875,1761,L
416,1122,857,1681,L
400,1042,879,1805,M
440,1112,882,1766,XL
400,1036,832,1768,M
398,1006,742,1703,M
437,1195,1151,1853,2XL
410,992,862,1858,M
407,1038,753,1763,M
408,998,823,1758,M
412,1051,879,1761,L
417,1067,819,1756,L
405,992,733,1726,M
409,1031,818,1718,M
434,1116,875,1811,XL
430,1078,902,1780,L
402,1008,663,1664,M
438,1116,993,1819,XL
420,1082,792,1686,L
416,1009,774,1800,M
437,1174,879,1783,2XL
423,1094,928,1756,L
395,972,803,1722,S
424,1078,884,1761,L
399,1042,772,1705,M
398,1018,908,1803,M
430,1167,1090,1777,XL
414,1094,877,1787,L
426,1123,991,1766,XL
420,1037,927,1798,M
383,858,564,1577,XS
412,993,728,1707,M
432,1109,1033,1863,L
401,949,710,1820,S
421,1092,948,1816,L
412,1112,1020,1856,L
414,1038,935,1806,M
442,1126,941,1800,XL
401,977,690,1673,S
429,1067,935,1841,L
410,1110,948,1765,L
424,1112,988,1808,XL
417,1109,898,1719,L
407,1047,769,1616,M
427,1076,855,1749,L
425,1143,881,1749,XL
431,1082,765,1668,L
399,991,628,1575,M
409,1034,756,1708,M
404,1048,813,1645,M
430,1083,956,1825,L
409,1004,765,1800,M
418,1044,823,1810,M
400,1041,825,1718,M
423,1138,1100,1808,XL
430,1176,1099,1857,XL
444,1165,1044,1748,XL
413,1057,846,1730,L
441,1238,1223,1870,2XL
413,1059,1000,1870,L
405,982,690,1761,S
429,1125,1002,1793,XL
432,1053,941,1781,L
424,1109,868,1809,L
425,1104,966,1751,L
410,1119,921,1707,L
424,1127,1023,1736,XL
438,1126,950,1767,XL
408,1018,748,1747,M
412,1002,765,1728,M
417,1029,842,1801,M
403,957,726,1870,S
414,1012,804,1843,M
410,996,714,1694,M
413,1017,803,1874,M
442,1151,955,1840,XL
406,1060,794,1664,M
418,1068,830,1795,L
400,1027,784,1730,M
401,1047,794,1638,M
408,961,654,1685,S
394,968,682,1700,S
415,1041,833,1738,M
437,1173,1025,1862,2XL
422,1061,891,1798,L
435,1128,949,1768,XL
478,1277,1223,1866,3XL
437,1159,954,1894,XL
454,1187,1008,1788,2XL
398,933,700,1676,S
408,1053,786,1660,M
400,1004,792,1760,M
412,991,785,1757,M
360,862,533,1698,XS
429,1093,908,1796,L
385,987,757,1641,S
385,837,551,1708,XS
380,973,751,1680,S
389,928,633,1733,S
407,960,714,1834,S
422,1089,932,1826,L
433,1142,924,1726,XL
438,1179,1105,1951,2XL
457,1172,1038,1751,2XL
410,1085,781,1717,L
402,1032,799,1738,M
417,1038,809,1783,M
411,1006,721,1726,M
424,1107,910,1651,L
399,1044,789,1690,M
410,1083,879,1790,L
439,1139,1007,1849,XL
400,1057,775,1672,M
418,1062,779,1740,L
398,968,670,1751,S
420,1046,887,1768,M
396,959,644,1664,S
428,1115,949,1855,XL
400,947,710,1675,S
393,999,748,1693,S
387,919,611,1711,S
401,1017,856,1804,M
414,1029,762,1643,M
401,949,700,1680,S
420,1026,786,1726,M
407,959,652,1730,S
420,1039,849,1809,M
414,1039,809,1726,M
416,1062,955,1690,L
402,1014,629,1805,M
407,1017,800,1727,M
412,1122,869,1748,L
437,1171,1012,1797,2XL
411,1082,788,1690,L
444,1177,1002,1783,2XL
393,934,689,1829,S
446,1132,877,1822,XL
412,1082,857,1744,L
415,1068,900,1803,L
419,1023,818,1662,M
408,1042,730,1663,M
403,969,806,1721,S
407,1003,760,1770,M
398,938,668,1725,S
432,1087,965,1788,L
443,1112,1076,1763,XL
398,994,783,1793,M
429,1066,947,1805,L
393,988,708,1623,S
412,1003,743,1743,M
415,1096,947,1786,L
406,981,720,1714,S
388,983,752,1703,S
399,942,669,1650,S
441,1184,1088,1652,2XL
444,1139,916,1740,XL
414,1053,761,1702,L
398,1037,773,1657,M
418,1046,846,1775,M
410,1122,917,1777,L
429,1133,1008,1774,XL
411,993,774,1683,M
462,1267,1271,1900,3XL
400,1048,792,1712,M
413,1039,887,1798,M
407,954,699,1755,S
416,1120,1009,1837,L
414,1063,813,1726,L
407,957,724,1731,S
404,948,656,1663,S
427,1077,958,1777,L
444,1187,1135,1786,2XL
423,1123,886,1799,XL
412,1072,834,1855,L
403,1005,834,1726,M
404,1025,862,1708,M
390,955,738,1748,S
393,960,760,1757,S
430,1055,778,1800,L
432,1126,931,1749,XL
403,934,695,1706,S
378,905,606,1719,XS
404,926,778,1790,S
443,1228,1126,1762,2XL
413,1054,829,1735,L
412,1091,936,1758,L
423,1090,932,1802,L
428,1140,951,1800,XL
432,1057,821,1907,L
403,942,633,1685,S
426,1083,971,1797,L
412,1104,926,1805,L
373,862,562,1702,XS
411,1042,874,1746,M
385,947,633,1670,S
445,1152,1033,1751,XL
403,1002,772,1770,M
417,1059,880,1722,L
426,1128,982,1779,XL
398,971,681,1582,S
420,1112,1054,1714,L
382,987,664,1697,S
402,1022,753,1727,M
398,927,679,1751,S
430,1066,996,1817,L
454,1248,1239,1815,3XL
411,1116,965,1808,L
365,926,682,1679,XS
417,1122,1028,1826,L
420,1032,784,1685,M
415,1054,875,1668,L
407,942,637,1678,S
402,944,729,1846,S
432,1083,991,1789,L
445,1130,1001,1825,XL
426,1174,1131,1850,XL
392,973,744,1766,S
382,919,647,1638,S
441,1182,1166,1847,2XL
410,1117,948,1690,L
452,1178,1132,1934,2XL
431,1154,1093,1807,XL
393,993,688,1651,S
427,1167,1052,1768,XL
400,1059,820,1715,M
437,1131,877,1681,XL
394,988,762,1684,S
428,1059,894,1865,L
400,965,677,1655,S
418,1028,780,1740,M
398,975,752,1766,S
385,901,596,1681,XS
411,994,861,1658,M
379,889,552,1588,XS
408,947,723,1754,S
421,1107,907,1788,L
420,1122,959,1697,L
422,1055,840,1796,L
420,1017,792,1815,M
404,1028,874,1737,M
420,1046,812,1785,M
394,949,654,1580,S
412,1114,872,1685,L
395,971,700,1675,S
420,1118,870,1690,L
411,1064,824,1737,L
413,1073,813,1693,L
415,1088,873,1706,L
407,1020,748,1706,M
430,1127,889,1788,XL
430,1092,885,1741,L
398,1019,792,1730,M
411,1044,831,1738,M
434,1125,999,1781,XL
402,1043,847,1725,M
422,1079,985,1778,L
410,1025,774,1674,M
416,997,855,1774,M
425,1075,829,1749,L
408,1014,665,1691,M
447,1297,1123,1771,3XL
407,1017,776,1687,M
410,1014,727,1642,M
429,1173,1076,1757,XL
422,1072,798,1685,L
410,1017,839,1742,M
450,1194,1179,1833,2XL
435,1127,1086,1919,XL
400,1053,822,1663,M
423,1080,954,1814,L
384,977,672,1631,S
423,1149,938,1740,XL
434,1144,947,1757,XL
423,1124,964,1870,XL
395,971,720,1754,S
404,1034,700,1683,M
448,1336,1209,1705,3XL
415,1062,781,1727,L
397,986,723,1695,S
424,1072,798,1784,L
422,1093,989,1823,L
403,1024,731,1679,M
410,994,754,1761,M
415,1044,863,1755,M
450,1265,1369,1862,3XL
417,1007,786,1788,M
400,950,693,1663,S
398,953,683,1675,S
391,999,712,1635,S
447,1223,995,1740,2XL
425,1068,847,1680,L
460,1246,1285,1885,3XL
418,1074,830,1698,L
430,1105,897,1697,L
415,1082,862,1814,L
433,1052,979,1819,L
420,1022,868,1728,M
430,1111,888,1808,L
407,986,758,1786,S
408,950,703,1696,S
420,1005,743,1747,M
398,1053,903,1802,M
407,1009,879,1793,M
407,1044,807,1765,M
400,970,676,1686,S
412,1072,781,1689,L
406,979,709,1711,S
406,932,688,1725,S
400,989,748,1762,S
396,992,746,1689,S
444,1155,945,1735,XL
403,1024,797,1708,M
408,1004,799,1783,M
422,1105,900,1778,L
424,1102,943,1814,L
420,1088,878,1733,L
413,1097,780,1665,L
440,1132,912,1812,XL
435,1174,1107,1801,XL
429,1176,1055,1802,XL
423,1103,982,1820,L
433,1108,959,1780,L
415,1077,845,1682,L
437,1173,957,1711,2XL
412,1024,843,1755,M
412,1076,842,1706,L
406,923,667,1722,S
418,1056,840,1713,L
430,1155,923,1775,XL
412,1036,790,1660,M
395,992,750,1862,S
422,1104,894,1675,L
422,1067,849,1721,L
434,1142,1042,1750,XL
416,1086,907,1780,L
403,928,682,1840,S
419,1089,902,1873,L
447,1253,1189,1780,3XL
427,1117,994,1773,XL
421,1079,859,1744,L
386,988,729,1733,S
420,1045,944,1864,M
422,1067,853,1807,L
408,1053,843,1800,M
378,901,660,1725,XS
406,1024,770,1728,M
415,1122,937,1708,L
382,942,673,1657,S
409,1054,830,1740,M
420,1114,900,1621,L
385,945,673,1623,S
410,1039,790,1629,M
432,1177,1015,1707,XL
429,1094,919,1847,L
382,961,731,1697,S
399,1053,675,1643,M
404,985,779,1748,S
410,1037,812,1755,M
420,1035,807,1765,M
382,922,664,1717,S
453,1189,1002,1749,2XL
392,976,789,1758,S
391,958,755,1746,S
417,1067,885,1709,L
438,1191,1013,1684,2XL
416,1029,776,1750,M
415,1078,902,1737,L
411,1054,842,1788,L
380,964,667,1640,S
452,1208,1043,1836,2XL
400,1024,736,1604,M
411,1043,802,1840,M
408,986,668,1739,S
412,1117,924,1747,L
426,1170,938,1848,XL
402,1053,839,1684,M
424,1065,930,1746,L
418,1075,846,1688,L
394,968,729,1729,S
432,1175,941,1739,XL
432,1147,1003,1782,XL
406,1026,817,1745,M
420,1066,804,1749,L
410,992,804,1735,M
414,1048,849,1750,M
424,1173,1025,1772,XL
412,1086,882,1664,L
417,1078,920,1807,L
417,1087,862,1765,L
417,1042,718,1600,M
395,977,711,1608,S
423,1098,939,1753,L
418,1088,859,1704,L
416,1064,892,1887,L
392,966,716,1734,S
410,1065,911,1758,L
437,1162,967,1772,XL
402,1055,789,1694,M
426,1061,901,1730,L
387,956,693,1653,S
417,1082,846,1740,L
425,1142,944,1758,XL
403,948,693,1761,S
419,1074,899,1775,L
414,1099,862,1670,L
417,1042,803,1687,M
402,1017,740,1700,M
444,1171,966,1749,2XL
395,994,733,1713,S
402,993,730,1737,M
438,1208,1142,1741,2XL
403,939,687,1744,S
432,1117,950,1797,XL
425,1174,970,1648,XL
406,1056,805,1720,M
423,1108,980,1682,L
413,1106,1020,1853,L
420,1056,801,1728,L
426,1120,912,1726,XL
413,1093,787,1651,L
397,943,607,1674,S
405,1023,798,1753,M
420,1042,890,1783,M
400,962,690,1732,S
404,964,655,1723,S
387,853,578,1750,XS
416,1084,890,1798,L
417,1038,873,1796,M
404,1009,819,1718,M
423,1114,913,1790,XL
415,1049,861,1807,M
430,1171,1083,1746,XL
415,1083,862,1724,L
395,990,682,1649,S
425,1087,877,1718,L
401,1038,767,1846,M
433,1144,1108,1865,XL
426,1147,968,1800,XL
379,931,711,1640,S
432,1142,979,1777,XL
425,1066,891,1770,L
387,996,746,1668,S
394,989,727,1684,S
414,1004,882,1828,M
366,877,663,1682,XS
425,1062,852,1805,L
430,1119,925,1828,XL
411,1021,914,1790,M
399,972,746,1736,S
388,940,682,1710,S
412,1088,757,1645,L
413,1036,827,1700,M
382,1001,801,1687,S
392,953,760,1722,S
422,1083,950,1788,L
417,1012,811,1780,M
423,1067,847,1777,L
386,983,730,1746,S
439,1136,963,1774,XL
403,1027,870,1748,M
398,951,705,1704,S
424,1172,978,1728,XL
432,1171,969,1719,XL
399,956,694,1726,S
429,1129,945,1701,XL
404,1038,850,1772,M
401,1007,744,1657,M
412,1081,926,1743,L
415,1109,843,1751,L
405,1023,782,1698,M
413,1096,956,1813,L
408,934,609,1653,S
416,1060,796,1700,L
431,1081,981,1960,L
386,993,742,1734,S
421,1106,955,1737,L
411,1053,952,1838,L
436,1158,1041,1830,XL
418,1055,821,1724,L
418,1047,844,1755,M
424,1062,876,1818,L
423,1097,952,1803,L
414,1016,828,1792,M
430,1083,937,1863,L
429,1089,933,1822,L
415,1053,849,1718,L
427,1116,957,1789,XL
403,1014,755,1674,M
403,1010,735,1804,M
408,1018,849,1800,M
422,1054,773,1633,L
427,1133,984,1826,XL
418,1087,883,1793,L
423,1154,1016,1820,XL
402,990,726,1708,S
459,1242,1185,1872,3XL
402,958,786,1739,S
405,962,713,1749,S
398,994,731,1714,M
420,1043,775,1683,M
416,1020,758,1696,M
433,1060,898,1780,L
411,1086,870,1748,L
396,945,670,1670,S
407,1005,847,1811,M
423,1172,1013,1781,XL
390,987,802,1764,S
415,996,736,1636,M
404,1024,759,1669,M
418,1098,932,1790,L
427,1128,955,1792,XL
390,959,661,1696,S
424,1101,936,1784,L
424,1094,865,1767,L
405,963,724,1721,S
412,1093,792,1646,L
417,1078,886,1781,L
407,1016,750,1780,M
428,1147,953,1758,XL
411,1028,785,1818,M
427,1101,980,1703,L
404,964,717,1706,S
402,968,642,1726,S
430,1088,1000,1805,L
411,1031,809,1816,M
416,1010,791,1740,M
395,969,656,1655,S
366,907,620,1567,XS
398,957,737,1703,S
409,1054,858,1728,M
384,954,675,1688,S
428,1072,896,1765,L
407,1045,832,1690,M
442,1144,985,1828,XL
